classe,article
sport,"Le Real Madrid a dominé Liverpool (1-0), ce samedi soir au Stade de France, en finale de la Ligue des champions. Les Madrilènes remporte ainsi leur 14e trophée dans cette compétition.

Éternel et insubmersible, le Real Madrid a entretenu samedi sa légende européenne en décrochant sa quatorzième Ligue des champions aux dépens de Liverpool (1-0), dominateur mais vaincu, au terme d’une finale perturbée par d’importants problèmes logistiques.

Un match énorme de Thibaut Courtois dans les buts et un but de Vinicius (59e) ont suffi aux « Merengues » pour remporter une finale longtemps fermée, moins folle que les tours précédents.

Mais cette équipe a gagné « à l’arrache » toute la saison, contre le Paris Saint-Germain (0-1/3-1), Chelsea (3-1/2-3 a.p.) puis Manchester City (3-4/3-1 a.p.).

A Saint-Denis, on a surtout vu les défenseurs briller, avec un beau duel entre Dani Carvajal et Luis Diaz ou un gros match d’Ibrahima Konaté, plein d’autorité mais vaincu pour sa première finale de C1.

Karim Benzema, lui, a remporté sa cinquième sur cinq. Il n’a pas marqué, un but ayant été refusé pour hors-jeu par l’arbitre français Clément Turpin (43e), mais le meilleur buteur de la C1 (15 buts) cette saison a marqué des points décisifs pour le Ballon d’Or, battant ses rivaux Mohamed Salah et Sadio Mané.

C’est la première pour les jeunes internationaux français Ferland Mendy et Eduardo Camavinga.

L’institution Real compte elle désormais deux fois plus de C1 (14) que son premier poursuivant au palmarès, l’AC Milan (7). La « Maison Blanche » a réinstallé son hégémonie sur l’Europe du football.

La cinquième pour Benzema
Après avoir remporté les cinq premières Coupe d’Europe des clubs champions européens (1956-1960), puis remporté une sixième en 1966, elle avait vu se rapprocher ses concurrents, Liverpool (4e en 1984), Milan (5e en 1994).

Mais la génération Raul (1998, 2000, 2002) avait redonné de l’avance au Real avant la « Decima », déjà conquise par Carlo Ancelotti lors de son premier passage (2014) puis le triplé de l’équipe coachée par Zinédine Zidane.

Marcelo et Luka Modric viennent, comme « Benz », de remporter une cinquième C1, à une unité du record de Francisco Gento, qui a soulevé les six premières du Real.

« Carletto » aussi bat des records, avec sa quatrième victoire sur le banc, en ajoutant les deux à la tête de l’AC Milan (2003, 2007), et même deux comme jouer « rossonero » (1989, 1990).

A Liverpool, Jürgen Klopp est encore loin de ces chiffres. Après avoir « appris à la dure » en « perdant beaucoup de finales », il commençait à gagner, celle de C1 2019 contre Tottenham (2-0), les deux coupes anglaises cette saison, mais son fameux « gegenpressing » (contre-pressing) n’a pas étouffé les « vétérans » (le mot est d’Ancelotti) du Real.

Courtois écœure Salah
Liverpool n’a pas soulevé sa 7e C1 et a encore perdu contre le Real, comme en 2018 (3-1), une défaite qui fait mal après avoir échoué d’un point à la deuxième place pour le titre, qui est resté à Manchester City.

Mohamed Salah a encore perdu une finale, après celle de la Coupe d’Afrique avec l’Égypte ainsi que le barrage pour aller à la Coupe du monde, les deux fois contre le Sénégal de son coéquipier Sadio Mané.

La machine Liverpool, dominatrice, a craqué sur son point faible, dans le dos de Trent Alexander-Arnold, qui n’a pas contrôlé Vinicius au second poteau, buteur sur un centre dans la profondeur de Federico Valverde (59e).

Il s’agissait seulement de la deuxième action dangereuse du Real du match.

Sur la première, Clément Turpin a eu à juger une action complexe, assisté par la vidéo. Le directeur de jeu a finalement refusé un but à Karim Benzema, hors-jeu, sur une action où Fabinho remet pourtant peut-être le N.9 en jeu en touchant le ballon (43e).

Avant, Liverpool avait été un peu plus menaçant, mais mollement, dans le prévisible round d’observation d’une finale.

Le coup d’envoi, retardé de 36 minutes pour attendre des supporters de Liverpool ralentis par les contrôles, a semblé décalé d’un quart d’heure de plus tant il ne s’est rien passé jusqu’à un tir de Mohamed Salah contré par Thibaut Courtois (16e)

Puis le gardien belge a détourné sur le poteau une frappe de Sadio Mané, échappé d’un coup de rein au marquage de trois défenseurs (21e).

Après le but de Vinicius, les Reds ont dominé plus nettement, Courtois s’est encore détendu face à Salah (64e, 69e) et l’a écœuré en sortant une frappe puissante de l’Égyptien (83e).

La dernière équipe à avoir battu le Real en finale de coupe d’Europe reste Liverpool (1-0), mais c’était en 1981. Le roi d’Europe est de retour.
"
sport,"Le Youssoufia de Berrechid (CAYB) s’est qualifié pour la demi-finale de la Coupe du Trône de football (2020-2021) en s’imposant sur la pelouse du Maghreb de Fès (MAS) sur le score de 2 buts à 0, en match comptant pour les quarts, samedi au complexe sportif de Fès.

Oussama Chaibi a ouvert le score pour les visiteurs à la 47 e minute, avant que son coéquipier Hamza Houssaini ne scelle le sort du match en inscrivant un second but pour le CAYB (90e+6).

Pour le compte des quarts de finale, le FUS de Rabat croisera le fer avec l’Union Touarga dimanche au complexe Moulay El Hassan de Rabat.

"
sport,"Le coup d’envoi de la finale de Ligue des champions Liverpool-Real Madrid, prévu initialement à 21h00, a été retardé à 21h36 heure française, ont annoncé les deux clubs, un retard lié selon l’UEFA à des problèmes d’accès des supporters au stade de France.

De longues files d’attente ont été observées à quelques minutes de l’heure prévue pour le coup d’envoi, qui avait été dans un premier temps repoussé à 21h15.

Des supporters ont tenté de forcer un premier filtrage installé aux abords du stade, mais l’accès à l’enceinte est resté « étanche », a indiqué la préfecture de police de Paris (PP). Des vidéos diffusées sur les réseaux sociaux ont montré des supporters escaladant les grilles du stade pour tenter d’entrer.

Le Stade de France n’était pas tout à fait rempli à dix minutes du coup d’envoi, prévu à 21h00, ont constaté des journalistes de l’AFP.

Un premier cordon installé autour du stade a fait l’objet d’une « tentative de pénétration », a confirmé la PP, alors que certains supporters de Liverpool commençaient à s’impatienter et à s’agacer contre les organisateurs face au temps d’attente, a constaté une journaliste de l’AFP.

À moins d’une demi-heure du début du match, l’ambiance s’est tendue quand un bon millier de supporters s’est trouvé ralenti au niveau du sas d’entrée du Stade de France, contenus par les forces de l’ordre, dans la rue.

Énervés, ils criaient: « Open the gate » (« Ouvrez la porte »). Puis les supporters passaient un par un, en présentant leur billet, pour passer le premier contrôle, a constaté l’AFP.

Des gaz lacrymogènes ont été lancés pour empêcher quelques dizaines de jeunes d’escalader des barrières, à l’extérieur du stade, pour tenter d’approcher, a constaté l’AFP. Une vingtaine de jeunes hommes avaient réussi à les franchir, avant l’intervention des gendarmes.

Un total de 6.800 policiers, gendarmes et pompiers ont été mobilisés pour assurer la sécurité de la finale de la Ligue des champions au Stade de France. Les autorités s’attendaient à une déferlante de 30.000 à 40.000 supporters de Liverpool sans billet pour la finale.

"
sport,"Chelsea a annoncé samedi qu’un « accord final et définitif » a été trouvé avec le consortium dirigé par l’homme d’affaires américain, Todd Boehly, pour un montant de 4,25 milliards de livres sterling.

« Le Chelsea Football Club peut confirmer qu’un accord final et définitif a été conclu la nuit dernière pour vendre le club au consortium Todd Boehly/Clearlake Capital », a indiqué le Club de Londres dans un communiqué, ajoutant que la transaction « devrait être finalisée lundi ».

Plus tôt dans la semaine, le gouvernement britannique avait autorisé le rachat du club, propriété de Roman Abramovitch depuis 2003, après s’être assuré que « le produit de la vente ne profitera pas au Russe ou à d’autres personnes sanctionnées » pour leurs liens avec le Kremlin.

Le consortium est dirigé par Boehly, copropriétaire des Dodgers de Los Angeles, mais Clearlake Capital, une société californienne de capital-investissement, devrait détenir la majorité des actions de Chelsea. Parmi les autres investisseurs figurent le milliardaire américain Mark Walter, également copropriétaire des Dodgers de Los Angeles, et le milliardaire suisse Hansjoerg Wyss.

Cette saison, les Blues ont atteint les finales de la Coupe d’Angleterre et de la Coupe de la ligue, avant de les perdre face à Liverpool. Troisième de Premier League, le club s’est qualifié pour la prochaine Ligue des champions.
"
economie,"Renault Group et Managem Group ont scellé, mercredi à Casablanca, un mémorandum d’entente (MoU) portant sur un approvisionnement durable en cobalt marocain destiné à la production de batteries électriques pour véhicules.

S’inscrivant dans le cadre d’un partenariat stratégique entre l’acteur de l’industrie automobile et le groupe marocain opérant dans le secteur des mines et de l’hydrométallurgie, l’accord prévoit la fourniture par Managem de 5.000 tonnes de sulfate de cobalt par an pendant une période de 7 ans, à partir de 2025.

En vertu de cette alliance, les deux groupes visent à sécuriser le sulfate de cobalt bas carbone produit au Maroc, à garantir la traçabilité de la chaîne d’approvisionnement des batteries électriques et à construire une chaîne de valeur de la batterie plus durable et transparente.

Ainsi, Renault Group s’assurera d’un approvisionnement significatif, représentant une capacité annuelle de production de batteries jusqu’à 15 GWh. Cette coopération directe entre un constructeur automobile et un acteur minier permet de garantir un système de traçabilité sur le long terme de la chaîne d’approvisionnement en cobalt pour batteries.

Elle vise également à réduire l’impact sur l’environnement, notamment grâce au savoir-faire de Managem Group dont l’efficacité énergétique des installations se traduit par l’optimisation des consommations et le recours croissant à des énergies vertes, dont plus de 80 % d’origine éolienne.

Cet accord inclut notamment la possibilité pour Managem Group, Renault Group et ses partenaires de l’Alliance de développer des coopérations potentielles sur l’approvisionnement de sulfate de manganèse et de cuivre, ainsi que sur la revalorisation des matériaux de batteries en boucles courtes.

« C’est une nouvelle étape du partenariat stratégique entre le Maroc et Renault Group qui s’amorce, aujourd’hui, avec cet accord portant sur la valorisation de nos ressources minières pour accompagner le développement de la mobilité électrique et l’intégration en profondeur de la plateforme industrielle automobile nationale”, a déclaré le ministre de l’Industrie et du Commerce, Ryad Mezzour.

Il a également souligné l’accélération de la transition vers l’électrification de la filière automobile marocaine avec un sourcing de cobalt marocain durable et performant pour les batteries électriques. « En même temps, nous travaillons pour positionner le Maroc en tant que producteur de batteries électriques et acteur de référence de la mobilité durable », a ajouté M. Mezzour.

Pour le Directeur général de Renault Group Maroc, Mohamed Bachiri, cet accord, premier en son genre en termes d’intégration de matières premières dans l’industrie automobile marocaine, permettra à la filière automobile de se développer dans le cadre des objectifs de sourcing local.

A ce titre, M. Bachiri a rappelé qu’à fin 2021, Renault Group a réalisé un pourcentage d’intégration locale de 64%, pour un chiffre d’affaires de sourcing avoisinant les 1,32 milliard d’euros. “Nous avons pour objectif en 2025 d’atteindre les 2,5 milliards d’euros de sourcing local pour un taux d’intégration de 80% à horizon 2030”, a-t-il dit.

Pour sa part, le Président directeur général de Managem Group, Imad Toumi, s’est félicité de ce partenariat stratégique scellé avec Renault Group qui va bien au-delà d’un simple accord commercial destiné à fournir le cobalt, minerai qui intervient de façon significative dans la chaîne de production de la batterie pour les véhicules électriques.

Et d’ajouter qu’il s’agit d’un partenariat qui démontre le savoir-faire de Managem Group pour opérer et raffiner cette matière première suivant les normes et spécifications les plus exigeantes en termes de respect de l’environnement et de réponse à la qualité requise pour la fabrication des batteries.

Outre la fourniture en cobalt, M. Toumi a fait savoir que l’accord se base également sur son recyclage pour une gestion responsable de cette ressource naturelle épuisable, une fois qu’elle a été utilisée à la fin de vie des batteries, notant dans ce cadre que Managem Group entend développer dans les prochaines années une économie circulaire basée sur le cobalt.

De son côté, le directeur des achats de l’Alliance et directeur général de l’Alliance Purchasing Organization (APO), Gianluca De Ficchy, a indiqué que « cet accord constitue une étape supplémentaire pour atteindre l’objectif de diminuer l’empreinte carbone de nos batteries et d’atteindre la neutralité carbone pour le groupe en Europe d’ici 2040, et dans le monde d’ici 2050 ».

« La traçabilité et la décarbonation des matières premières de nos batteries sont des enjeux cruciaux pour la mobilité électrique et la transition énergétique », a-t-il affirmé, ajoutant que l’Alliance s’assure ainsi un approvisionnement plus proche de notre écosystème de fabrication de batteries électriques en Europe et à bas carbone.

Cet accord viendra soutenir le développement de l’industrie automobile marocaine et renforcer le positionnement du Maroc en tant que plateforme de production et d’exportation d’équipements, de véhicules automobiles et maintenant de matériaux stratégiques et critiques d’origine marocaine comme le cobalt, le manganèse et le cuivre pour la fabrication des batteries.

Après une étude d’ingénierie, Managem Group prévoit d’investir dans la construction d’une future usine située au sein du complexe industriel de Guemassa au Maroc afin de transformer le minerai de cobalt en sulfate de cobalt.
"
economie,"
Le nombre de voyageurs transportés par l’Office national des chemins de fer (ONCF) s’est élevé à 9,62 millions de personnes durant les trois premiers mois de cette année, contre 7,02 millions durant la même période un an auparavant.

« Le nombre de voyageurs transportés a enregistré une augmentation de 38% par rapport à la même période de l’année 2021, confirmant ainsi le retour de l’activité après le contexte Covid », indique l’Office dans un communiqué sur ses indicateurs d’activité du 1er trimestre 2022.

Le transport de marchandises a accusé, quant à lui, une baisse de 15% en volume durant la même période, ajoute la même source.
"
economie,"La première édition des RDV du Made In Morocco, se tiendra le 27 juin 2022 à Casablanca, sous l’égide du ministère de l’Industrie et du Commerce. Dédiés à la promotion des marques marocaines et du made in Morocco, ces RDV ont choisi pour thème « Les marques marocaines, pilier de la souveraineté économique ».

Cet évènement d’envergure a pour objectif, selon ses initiateurs, de lancer le débat autour de l’importance du made in morocco, à travers un cycle de conférences-débats, animés par des experts, des officiels et des chefs d’entreprise.

En effet, dans un contexte international de plus en plus agité et incertain, il devient aujourd’hui évident, voire indispensable, de renforcer la résilience économique en s’appuyant sur les acteurs nationaux. La crise du Covid-19 a montré que la sécurité alimentaire, par exemple, passe d’abord par l’existence d’un tissu de producteurs locaux et d’un vivier de marques nationales à même d’assurer l’approvisionnement régulier et sain des marchés.

Au niveau financier, l’existence d’un secteur bancaire fort et engagé aux côtés des grandes causes nationales a permis de relever le défi de la cohésion sociale et de venir à l’aide aux couches les plus vulnérables, ce qui a permis d’absorber le choc de la Covid sans trop de dégâts. Le même raisonnement peut être tenu quel que soit le secteur analysé et le marché étudié : télécoms, santé, industrie, etc.

C’est dire l’importance de promouvoir les marques nationales et le made in Morocco, à la fois pour sécuriser la consommation locale mais aussi dans l’objectif de renforcer la compétitivité des entreprises marocaines, dans la perspective de conquérir de nouveaux marchés à l’export. La guerre Russie-Ukraine est là pour appuyer ce diagnostic et accentuer l’urgence d’ériger la promotion du made in Morocco en priorité nationale.

Plusieurs axes seront débattus à cette occasion, notamment la souveraineté économique, un impératif du monde post-covid, le made in Morocco au cœur de l’ambition nationale de décollage industriel, les marques marocaines, levier de la compétitivité à l’export, ce Maroc qui gagne, des success stories bien de chez nous, souveraineté Télécoms: vers la relocalisation des datas centers, la PME, vivier intarissable de l’innovation made in morocco, et souveraineté sanitaire, le couple gagnant public-privé.
"
economie,"La première édition des RDV du Made In Morocco, se tiendra le 27 juin 2022 à Casablanca, sous l’égide du ministère de l’Industrie et du Commerce. Dédiés à la promotion des marques marocaines et du made in Morocco, ces RDV ont choisi pour thème « Les marques marocaines, pilier de la souveraineté économique ».

Cet évènement d’envergure a pour objectif, selon ses initiateurs, de lancer le débat autour de l’importance du made in morocco, à travers un cycle de conférences-débats, animés par des experts, des officiels et des chefs d’entreprise.

En effet, dans un contexte international de plus en plus agité et incertain, il devient aujourd’hui évident, voire indispensable, de renforcer la résilience économique en s’appuyant sur les acteurs nationaux. La crise du Covid-19 a montré que la sécurité alimentaire, par exemple, passe d’abord par l’existence d’un tissu de producteurs locaux et d’un vivier de marques nationales à même d’assurer l’approvisionnement régulier et sain des marchés.

Au niveau financier, l’existence d’un secteur bancaire fort et engagé aux côtés des grandes causes nationales a permis de relever le défi de la cohésion sociale et de venir à l’aide aux couches les plus vulnérables, ce qui a permis d’absorber le choc de la Covid sans trop de dégâts. Le même raisonnement peut être tenu quel que soit le secteur analysé et le marché étudié : télécoms, santé, industrie, etc.

C’est dire l’importance de promouvoir les marques nationales et le made in Morocco, à la fois pour sécuriser la consommation locale mais aussi dans l’objectif de renforcer la compétitivité des entreprises marocaines, dans la perspective de conquérir de nouveaux marchés à l’export. La guerre Russie-Ukraine est là pour appuyer ce diagnostic et accentuer l’urgence d’ériger la promotion du made in Morocco en priorité nationale.

Plusieurs axes seront débattus à cette occasion, notamment la souveraineté économique, un impératif du monde post-covid, le made in Morocco au cœur de l’ambition nationale de décollage industriel, les marques marocaines, levier de la compétitivité à l’export, ce Maroc qui gagne, des success stories bien de chez nous, souveraineté Télécoms: vers la relocalisation des datas centers, la PME, vivier intarissable de l’innovation made in morocco, et souveraineté sanitaire, le couple gagnant public-privé.
"
economie,"Le ministre de l’Industrie et du Commerce, Ryad Mezzour, a souligné, mardi à Rabat, l’impératif de consolider les acquis dans les métiers mondiaux industriels.

« Il est extrêmement important de consolider les acquis dans les métiers mondiaux industriels tout en veillant à ce qu’ils deviennent pérennes », a relevé Ryad Mezzour, qui intervenait lors de la deuxième édition du roadshow « Les Régionales de l’investissement », notant qu’en dépit de la concurrence rude et accrue, le Maroc fait partie des pays les plus compétitifs, avec des encouragements proposés à l’investissement nettement inférieurs à ceux proposés par les pays développés.

Dans le même ordre d’idées, le ministre a souligné que la grande résilience et réactivité industrielle du Royaume durant la pandémie a démontré l’existence d’un grand potentiel à même d’être exploité dans l’avenir, soulignant à cet effet, la nécessité de garder ce dynamisme ainsi que cet esprit inventif et entrepreneurial qui a été découvert et redécouvert chez les Marocains, outre cette capacité technique et commerciale à répondre à tous les besoins.

Évoquant la souveraineté industrielle, Ryad Mezzour a noté que cette problématique est en parfaite ligne droite avec les Hautes Orientations du Roi Mohammed VI relatives au renforcement de la souveraineté industrielle du Royaume aux côtés de la souveraineté alimentaire et de la souveraineté sanitaire, qui demeurent toutes aussi nécessaires au développement de l’économie du pays.

Par ailleurs, le ministre a passé en revue les chantiers prioritaires, à savoir la création de l’emploi et la consolidation de la souveraineté sanitaire, alimentaire et industrielle du Royaume.
"
economie,"Cette année est très particulière pour le Salon International du Transport et de la Logistique pour l’Afrique et la Méditerranée (LOGISMED) car le contexte de crise sanitaire perdure et continue de soulever des inquiétudes auprès des autorités publiques marocaines, notamment au niveau de l’autorisation des grands rassemblements.

Aussi, et compte tenu du manque de visibilité sur la levée des restrictions en vigueur dans le pays, malgré les signes de recul de l’épidémie et de reprise économique, le Comité d’organisation du salon a décidé de décaler la date et de changer le lieu de la tenue de la manifestation, en proposant un événement physique à taille humaine. Cette 9ème édition aura donc lieu du 14 au 16 juin 2022 à Casablanca.

La logistique gagne ses titres de noblesse
Il a fallu une pandémie mondiale et une crise sanitaire pour prendre conscience de la nécessité de l’activité logistique. Pendant toute la période de confinement et des restrictions, les marocains n’ont manqué de rien ou presque sur les plans alimentaires et sanitaires. La crise a révélé et réaffirmé le rôle central de la logistique comme activité essentielle, d’intérêt public majeur qui peut contribuer fortement à la relance économique.

Les acteurs de la logistique ont démontré à cette occasion leur implication en première ligne de la lutte contre l’épidémie. Ils ont fourni des services vitaux de transport et d’entreposage qui ont contribué à assurer des activités vitales. Ils méritent à ce titre toute notre reconnaissance. Ainsi, la crise sanitaire aura donc remis la logistique au-devant de la scène, qui a pour ainsi dire gagner ses titres de noblesse.

L’épidémie n’a pas complétement disparue mais les acteurs de la communauté logistique ont d’ores et déjà tirer les principaux enseignements, notamment à accepter l’incertitude, à faire de Vla résilience et de l’agilité les deux grands leviers qui vont guider l’évolution future de la supply chain, l’accélération de la transformation digitale pour l’optimisation des coûts, la réduction des délais et répondre aux exigences clients, le recours aux nouvelles technologies, la collaboration avec les acteurs de l’écosystème…

Un salon de référence
Le salon a pour vocation de mettre en valeur la logistique, ses métiers et ses savoir-faire, et de mettre à la disposition des entreprises de toutes tailles et de tous secteurs d’activité les solutions adéquates et les outils nécessaires pour renforcer leur potentiel compétitif, développer leurs affaires et améliorer ainsi leur propre rentabilité. Il donne ainsi aux visiteurs l’occasion de trouver les réponses à leurs besoins et de découvrir les innovations, et en même temps de participer aux débats et échanges autour des idées et des initiatives qui font progresser la logistique marocaine. Ce qui fait de Logismed une référence qui, en quelques années, a su s’imposer comme un lieu unique de rencontre incontournable des acteurs du secteur en Af rique et en Méditerranée.

Logismed est fier d’être considéré comme le rendez-vous annuel premium d’un secteur passionnant, porteur, très dynamique et au cœur du business des entreprises.

Une thématique d’actualité
A l’ère du tout numérique, le secteur de la logistique doit lui aussi faire face aux enjeux de la transformation digitale. Reflet des attentes et des enjeux de la filière, Logismed 2022 est placée sous le thème central « Digitalisation, une simple évolution ou une nécessaire révolution ! », un sujet d’actualité qui induit la disparition de certains métiers, la transformation d’autres et l’émergence de nouveaux besoins.

C’est un profond changement de paradigme dont il s’agit, qui touche la chaine logistique dans son ensemble et à tous les niveaux. En effet, toutes les entreprises sont concernées par le phénomène Digital, pour mettre en œuvre les leviers compétitifs qu’off rent les technologies de l’information.

L’orientation digitale sera donc au cœur de Logismed 2022. Le point sera fait sur les enjeux, tendances et perspectives de la digitalisation dans la Supply Chain.

Un programme riche
Cet événement logistique rassemblera près d’une centaine d’exposants et plus de 5 000 visiteurs professionnels issus de tous les secteurs d’activités, de toutes les tailles d’entreprise et régions du Royaume. Logismed 2022 proposera l’offre et savoir-faire des principaux acteurs du secteur, ainsi qu’un programme de conférences de qualité, plusieurs nouveautés et de multiples animations.

Temps forts du salon
Les Rencontres du Digital by PortNet

Les Rencontres du Digital réunissent les acteurs et décideurs des écosystèmes digital, logistique et du commerce extérieur pour débattre, échanger et formuler des propositions. Cet événement s’articulera autour du thème : « Le rôle des Guichets Uniques et la Transformation Digitale dans l’efficience et l’efficacité de la chaîne logistique »

Centres Régionaux d’Investissement

Le Village Investissements & Territoires : un espace spécifique qui sera animé par les Centres Régionaux d’investissement des différentes régions du Royaume. Cette participation témoigne de la maturité et la conviction de ces institutions publiques quant à l’importance de la logistique comme levier de création de valeur et d’emplois, et de développement économique majeur pour leur territoire.

Les Morocco Procurement Awards by AMCA

L’Association Marocaine de la Communauté Achats organise la 1ère édition des Morocco Procurement Awards, un concours sur la performance Achats des entreprises. Les dossiers de candidatures seront examinés le 28 mai par un jury dédié. La proclamation des résultats aura lieu lors d’une cérémonie de remise de Trophées, séparés en 5 catégories, le 15 juin prochain dans la salle de conférences du Hyatt Regency Casablanca.
"
economie,"Après deux années d’absence, la 17ème édition du Salon de l’Immobilier marocain « SMAP Immo Paris » se tiendra, du 24 au 26 juin, sous le signe des retrouvailles et de la reprise.

Le “SMAP Immo”, qui œuvre depuis plus de 25 ans pour le rayonnement de l’immobilier marocain hors du Royaume, attend cette année près de 35.000 visiteurs pour échanger autour des potentialités d’investissement immobilier au Maroc.

« Nous sommes heureux d’annoncer le lancement du SMAP Immo 2022 après plus de deux années d’absence en raison de la pandémie de la Covid-19 du 24 au 26 juin 2022 », indiquent les organisateurs dans un communiqué.

“Dès l’ouverture des frontières en février dernier, nous avons pris immédiatement attache avec nos partenaires pour les mobiliser pour la saison 2022. Cette année, nous aurons à cœur d’organiser cette grande rencontre entre promoteurs et visiteurs du salon dans les meilleures conditions et de nouer des relations pérennes”, soulignent-ils.

La destination de Paris pour cette reprise, représente une “conjonction parfaite” entre les demandes des exposants et des investisseurs MRE et étrangers. Nous sommes certains que l’affluence et les décisions d’investissement reflètent cette tendance », affirment les initiateurs de cet événement.

Dans la lignée de l’augmentation de la demande qualitative du public, le salon parisien inaugurera cette année le Pavillon Excellence, un espace dédié à l’immobilier de luxe et qui consacrera les projets d’exception.

Par ailleurs, le salon mettra à l’honneur les multiples opportunités du secteur tant en termes de projets immobiliers que de développement socio-économique important que cette manifestation a connu ces dernières années.

Des cycles de conférences seront au programme en partenariat avec la FNPI, des notaires du Maroc et des experts afin de sensibiliser les acquéreurs et de sécuriser leurs achats pour leur permettre de prendre leur décision en toute connaissance de cause et des ateliers sur le crédit immobilier avec plusieurs intervenants du secteur bancaire.

A l’image du secteur immobilier marocain en pleine mutation, et de l’émergence d’une demande de plus en plus qualitative, le SMAP adapte ses expositions à un public exigeant, avec une orientation stratégique articulée autour des résidences de gamme supérieure, des logements intermédiaires et de projets immobiliers de haut-standing, note le communiqué.

Capitalisant sur le succès rencontré lors des éditions précédentes, le SMAP compte y asseoir et confirmer la notoriété croissante de ses salons, en prévoyant notamment de déployer des dispositifs engageants et inventifs pour soutenir les décisions d’investissement dans l’immobilier marocain et renforcer le rayonnement international du Royaume.

A travers un effort d’organisation et de communication soutenu dans le temps, le SMAP est devenu aujourd’hui depuis 25 ans un porte-voix, un prisme inestimable du Royaume. Il s’érige désormais en une plateforme reconnue et incontournable de rencontres entre particuliers, professionnels et autres organisations qui contribuent au rayonnement international du Maroc, se félicitent ses organisateurs.

Grâce à son action et sa présence prolongée sur la scène internationale, le SMAP se positionne aujourd’hui en tant que leader incontesté de l’ingénierie événementielle.
"
economie,"Le crédit bancaire au secteur non financier a progressé, en glissement annuel, de 3,2% en avril 2022, après 2,8% un mois auparavant, selon Bank Al-Maghrib (BAM).

Cette évolution recouvre une hausse de 5,6% après 4,6% des prêts aux sociétés privées, une accentuation de la baisse des crédits aux sociétés non financières publiques de 15,9% à 16,6% et une quasi-stagnation des crédits aux ménages à 3,4%, explique BAM dans ses indicateurs clés des statistiques monétaires pour le mois d’avril 2022.

La ventilation par objet économique des crédits alloués au secteur non financier fait ressortir une progression des facilités de trésorerie de 9,4% après 7,3%, une décélération de 2,6% à 2,3% de la croissance des crédits immobiliers et une quasi-stagnation de la baisse des prêts à l’équipement à 2,6% et de la hausse de ceux à la consommation à 2,3%

S’agissant des créances en souffrance, leur taux de progression annuelle s’est établi à 5,3% et leur ratio au crédit a atteint 8,8%, fait savoir la même source.

En glissement mensuel, le crédit bancaire au secteur non financier a enregistré une hausse de 0,9% en avril dernier, avec une progression de 2,9% des facilités de trésorerie, de 0,3% des crédits à l’équipement, de 0,2% des prêts à l’immobilier et de 0,3% de ceux à la consommation. En revanche, les créances nettes sur l’Administration Centrale ont baissé de 1,8% et les avoirs officiels de réserve de 1,1%, relève la banque centrale.
"
economie,"Royal Air Maroc a obtenu, récemment, la certification Cargo iQ en conformité avec les normes Cargo iQ de gestion de la qualité de l’industrie du transport de fret aérien. Avec cette distinction, la Compagnie Nationale rejoint de grands transporteurs aériens du monde, des acteurs majeurs de la chaîne logistique (dont des transitaires) et fournisseurs de solutions informatiques prééminents au niveau mondial. Royal Air Maroc devient ainsi la première compagnie africaine à décrocher cette prestigieuse certification.

Fondé en 1997 par des compagnies aériennes et des transitaires majeurs au sein de l’IATA (Association internationale du transport aérien), le groupe d’intérêt Cargo iQ a pour mission la création et l’implémentation des standards de qualité pour l’industrie du fret et de la chaîne logistique à l’échelle mondiale. Le groupe compte aujourd’hui plus de 60 membres issus de l’ensemble de la chaîne logistique dont des compagnies aériennes, des transitaires, des agents de manutention au sol, des fournisseurs de solutions informatiques, des services d’acheminement routier et, plus récemment, des transitaires de PME.
En plus de cette certification prestigieuse, qui témoigne des progrès tangibles réalisés par la Compagnie Nationale en matière de fret aérien, Royal Air Maroc a également décroché deux étoiles additionnelles dans les catégories « Responsabilité sociale de l’entreprise » et « Esprit d’innovation » dans le cadre de cette certification.

Valable pour une durée de 3 ans à l’issue d’un audit rigoureux conduit par l’organisme de certification SGS, cette certification renouvelable fait suite à l’adhésion de Royal Air Maroc à la communauté Cargo iQ en 2019. Cet audit vise la vérification de la conformité des opérations des membres sur la base d’un plan directeur opérationnel (MOP) qui est essentiellement axé sur la normalisation des processus et l’amélioration de la transparence via l’interfaçage des échanges de données relatives aux envois entre les parties prenantes pour une planification précise et un suivi proactif.
"
